PM_Data_Sample
Part 1 of 1

Smoothing Parameters
Kernel Radius : 13
Kernel Width : 27
Polynomial Order : 4

Generated : 8/21/2025 4:40:45 PM

Initial Dataset,Rectangular Averaging,Binomial Averaging,Binomial Median Filtering,Gaussian Filtering,Savitzky–Golay Filtering
5,4.77777777777778,4.64458994567394,5,4.68650579066574,4.62525403964684
4,4.77777777777778,4.54777926206589,5,4.60997290478021,4.51424287856072
4,4.7037037037037,4.46297404170036,4,4.53956691096342,4.27485074666968
5,4.74074074074074,4.39618074893951,4,4.4814038993465,4.30712815635193
4,4.74074074074074,4.34629407525063,4,4.43335612415242,4.35870666817129
4,4.66666666666667,4.30762523412704,4,4.39663156703814,4.2691600436341
5,4.59259259259259,4.27631235122681,4,4.37362919951496,4.15693121181345
4,4.55555555555556,4.25520202517509,4,4.36438482693046,4.1656924226059
4,4.51851851851852,4.25312948226929,4,4.36708289395428,4.23581972454633
4,4.48148148148148,4.27882131934166,4,4.38086423258104,4.27392862708431
4,4.48148148148148,4.3338687568903,4,4.40397677433795,4.37245140870425
5,4.51851851851852,4.41004320979118,4,4.43345655843571,4.53524743004842
4,4.51851851851852,4.49265645444393,4,4.46479652803846,4.5616611049314
5,4.51851851851852,4.56671318411827,5,4.49544687800292,4.56052511378719
5,4.51851851851852,4.62093015015125,5,4.522901006079,4.51944887771168
4,4.51851851851852,4.64793321490288,5,4.54524003459169,4.49591655785011
5,4.51851851851852,4.64364770054817,5,4.56187557776388,4.54761543959203
5,4.48148148148148,4.60970298945904,5,4.57323706449925,4.54682228778084
5,4.48148148148148,4.55808798968792,5,4.58282459058921,4.61111487267119
4,4.48148148148148,4.51217594742775,4,4.59102110947476,4.69341028410526
4,4.44444444444444,4.49905464053154,4,4.59795619381671,4.67675087187589
4,4.44444444444444,4.53529389202595,4,4.6047868709196,4.68907374269854
5,4.44444444444444,4.61507761478424,4,4.60813561541071,4.69324907438754
4,4.44444444444444,4.7093463242054,5,4.60484313058242,4.69780808520471
6,4.44444444444444,4.77753798663616,5,4.59146753239421,4.7161569752758
5,4.40740740740741,4.78563252091408,5,4.56462206113042,4.65063489760496
5,4.40740740740741,4.72086195647717,5,4.52503730626027,4.64806951363028
5,4.37037037037037,4.59586884081364,5,4.47184554800667,4.57387327841456
4,4.37037037037037,4.44115553796291,4,4.41064320508517,4.50317099514759
4,4.40740740740741,4.29083496332169,4,4.34628786565214,4.45566571552933
4,4.37037037037037,4.16957995295525,4,4.28132276944072,4.27969671078439
4,4.33333333333333,4.08676888048649,4,4.22279438670238,4.11620103926531
4,4.2962962962963,4.03877304494381,4,4.17468943292432,3.94796580204521
4,4.2962962962963,4.01586623489857,4,4.14023184426019,3.87189201098376
4,4.2962962962963,4.00912243127823,4,4.11924756753025,3.85897481366844
4,4.33333333333333,4.01448410749435,4,4.11261275174551,3.96503146276324
4,4.2962962962963,4.03334921598434,4,4.11614371107521,3.96324525909089
4,4.2962962962963,4.06988798081875,4,4.12959104395648,4.1096827930121
4,4.25925925925926,4.12575444579124,4,4.14833989975636,4.18667870365892
4,4.22222222222222,4.19450333714485,4,4.1701839763325,4.21394679004584
4,4.18518518518519,4.26002475619316,4,4.19140507611666,4.23744579323242
5,4.14814814814815,4.30236139893532,4,4.20964498069917,4.2249316202114
5,4.14814814814815,4.30891671776772,4,4.22418326467801,4.25664909480744
4,4.14814814814815,4.28329961001873,4,4.23350233160867,4.28531218261837
4,4.14814814814815,4.24426989257336,4,4.23809497922872,4.30604590178029
4,4.11111111111111,4.21466343104839,4,4.2374062637453,4.27481420580033
4,4.11111111111111,4.20824721455574,4,4.23376413063135,4.31914795290527
4,4.11111111111111,4.2235472202301,4,4.22661039181974,4.32818322021785
5,4.11111111111111,4.2473259717226,4,4.21559367583972,4.30821685931228
4,4.11111111111111,4.26322782039642,4,4.20003484999975,4.26676446722875
4,4.11111111111111,4.25926247239113,4,4.17928035489139,4.21256038647343
5,4.11111111111111,4.23096285760403,4,4.15311099966449,4.15555770501846
4,4.11111111111111,4.18071196973324,4,4.12206243510723,4.10692825630196
4,4.07407407407407,4.11513397097588,4,4.08617946664445,4.03827656064441
4,4.03703703703704,4.04239358007908,4,4.04784105914464,4.05158173601371
4,4,3.97083388268948,4,4.00956201736934,4.06402175256458
4,4,3.90908758342266,4,3.97508632297236,4.03396688752398
4,3.96296296296296,3.86585266888142,4,3.94346662903787,3.89467309356075
3,3.92592592592593,3.84728989005089,4,3.91538337281789,3.81900984991375
4,3.92592592592593,3.85269671678543,4,3.89175518925712,3.83461280112632
4,3.92592592592593,3.87204091250896,4,3.87101059034123,3.8446335971799
4,3.92592592592593,3.88852472603321,4,3.85197672111149,3.86735342006416
4,3.88888888888889,3.88583400845528,4,3.8329505170653,3.80429892580591
4,3.88888888888889,3.85640132427216,4,3.81526519714131,3.79579780002472
4,3.85185185185185,3.80596527457237,4,3.79664474285012,3.77023101352549
4,3.77777777777778,3.75100693106651,4,3.77771922640031,3.70876067342673
3,3.74074074074074,3.70943447947502,4,3.76104652010598,3.7200797450737
3,3.7037037037037,3.69025959074497,4,3.74591928925518,3.74598614671159
4,3.66666666666667,3.69028596580029,4,3.73229490530627,3.77170447034547
5,3.62962962962963,3.70040974020958,4,3.71920308694329,3.78469367466804
3,3.62962962962963,3.71463051438332,4,3.70612727394681,3.81502689515457
3,3.62962962962963,3.73191840946674,4,3.69033030937552,3.76504328480921
4,3.66666666666667,3.74927552044392,4,3.67057558738077,3.76490356972052
4,3.66666666666667,3.7547721862793,4,3.64390600483338,3.70109246452043
4,3.62962962962963,3.72995533049107,4,3.61034714184476,3.58559429962438
4,3.59259259259259,3.66140788793564,4,3.57188816424123,3.51510696264771
4,3.59259259259259,3.55225041508675,4,3.53264724878389,3.51259424051415
3,3.59259259259259,3.424649477005,3,3.49609725735319,3.47287968918766
3,3.59259259259259,3.31190302968025,3,3.46672462892444,3.40226016024246
3,3.59259259259259,3.2454209625721,3,3.4483811047335,3.3025637718775
3,3.62962962962963,3.24312098324299,3,3.44417492080849,3.28709193790202
3,3.66666666666667,3.30308201909065,3,3.45356398636245,3.34100584116544
3,3.62962962962963,3.40390220284462,3,3.47334686004205,3.334946505242
4,3.59259259259259,3.51232823729515,4,3.50292850897158,3.31905445126899
4,3.62962962962963,3.59693311154842,4,3.54050833016603,3.41456368589899
4,3.7037037037037,3.64247846603394,4,3.5817775949707,3.60135416162886
4,3.7037037037037,3.65646313130856,4,3.62204505036696,3.65641587808247
3,3.7037037037037,3.66237857937813,4,3.66170614269624,3.72225822572585
3,3.7037037037037,3.68323685228825,4,3.7000123757361,3.78141251954668
4,3.7037037037037,3.72670345008373,4,3.73684715088105,3.81316008662335
4,3.7037037037037,3.78217375278473,4,3.77240212666649,3.793532266125
4,3.74074074074074,3.83089406788349,4,3.80763060511782,3.81125243829698
4,3.81481481481481,3.86076785624027,4,3.84299534928745,3.86890855647445
4,3.81481481481481,3.87506438791752,4,3.8757074074877,3.80178727840381
4,3.81481481481481,3.88941983878613,4,3.90676776971825,3.81739775273654
3,3.81481481481481,3.91979259252548,4,3.93523984060517,3.90030253690359
4,3.85185185185185,3.97019363939762,4,3.96095914570039,4.08478771367005
4,3.85185185185185,4.0292345136404,4,3.98090557226523,4.16897895138452
5,3.81481481481481,4.07797537744045,4,3.99298729850082,4.15368874702434
4,3.81481481481481,4.10251422226429,4,3.99698263215338,4.16726045579361
4,3.85185185185185,4.10091064870358,4,3.99215230335445,4.13717872246672
4,3.92592592592593,4.07935771346092,4,3.97852594506458,4.09162515516435
4,4,4.0424211025238,4,3.9565357413456,4.0439425448566
4,4.03703703703704,3.9875019043684,4,3.92877931555835,3.93150521513437
4,4.03703703703704,3.90948700904846,4,3.89971428693505,3.77457292858947
5,4.03703703703704,3.81162682175636,4,3.87524280252423,3.67669713530332
3,4.07407407407407,3.71225829422474,4,3.8621968110094,3.66667956344409
3,4.11111111111111,3.64042486250401,4,3.86510600098435,3.64457233748717
3,4.11111111111111,3.62351582944393,4,3.88634052775813,3.58091169469029
4,4.14814814814815,3.6763601899147,4,3.92828800706829,3.68706614434718
4,4.18518518518519,3.79758362472057,4,3.98865139478737,3.86085344424562
3,4.22222222222222,3.97115311026573,4,4.06379647167975,4.04250240471162
4,4.18518518518519,4.16904489696026,4,4.1455589626614,4.08721660675039
5,4.18518518518519,4.35578705370426,5,4.2291495011814,4.21592214645365
5,4.18518518518519,4.49813374876976,5,4.30640193829775,4.3656924226059
5,4.18518518518519,4.5778194218874,5,4.37182345021478,4.51641813501851
5,4.18518518518519,4.59877648949623,5,4.42185993379356,4.65002122594617
4,4.18518518518519,4.58219464123249,5,4.4550259428554,4.75045488008684
4,4.18518518518519,4.55276565253735,5,4.47158902476022,4.80370352458179
5,4.18518518518519,4.52653780579567,5,4.4736590243362,4.7226268586137
5,4.22222222222222,4.50745142996311,5,4.4641459582063,4.60772946859903
4,4.25925925925926,4.49077814817429,4,4.44384731452342,4.50754730161801
4,4.33333333333333,4.46778903901577,4,4.41675835400392,4.48495429704503
5,4.33333333333333,4.42949758470058,4,4.38306481414959,4.32526854852144
5,4.33333333333333,4.37096267938614,4,4.34719166611635,4.18623376483801
4,4.37037037037037,4.29585757851601,4,4.31235082504524,4.18846383259983
4,4.37037037037037,4.21758119761944,4,4.27924693121502,4.21661534823986
4,4.37037037037037,4.15438650548458,4,4.25188066184682,4.25419333344081
4,4.33333333333333,4.12103301286697,4,4.23099740099627,4.20170882300785
4,4.2962962962963,4.12230107188225,4,4.21761598424944,4.1570784500223
4,4.2962962962963,4.15172348916531,4,4.21243040432405,4.1412347589646
4,4.33333333333333,4.19510966539383,4,4.21437254015031,4.15966210443166
5,4.37037037037037,4.23632085323334,4,4.2210024652341,4.2023966511368
4,4.37037037037037,4.2627759128809,4,4.23059935269158,4.18249047519251
4,4.33333333333333,4.26915201544762,4,4.24237419742452,4.0944592220019
5,4.37037037037037,4.25866355001926,4,4.25874232040971,4.17101019382782
4,4.40740740740741,4.24170300364494,4,4.27866589716301,4.27425319598265
4,4.37037037037037,4.23200038075447,4,4.30143020131246,4.2648761640685
4,4.33333333333333,4.24161793291569,4,4.32956010778175,4.25537876223179
4,4.33333333333333,4.277234390378,4,4.36354438217872,4.31605272632501
5,4.37037037037037,4.33923605084419,4,4.40239120725991,4.43247623500078
4,4.37037037037037,4.42246589064598,4,4.4421801967888,4.4647278511282
4,4.37037037037037,4.5165858566761,5,4.48040426903156,4.51656214903301
5,4.37037037037037,4.60642823576927,5,4.51329384977802,4.57985415894203
5,4.37037037037037,4.67477615177631,5,4.53716491032916,4.65054139596868
5,4.40740740740741,4.70794078707695,5,4.5504326609379,4.76940991869657
5,4.37037037037037,4.70068942010403,5,4.54909523223404,4.69542433084533
4,4.40740740740741,4.65702776610851,5,4.53699925950678,4.71203108123358
5,4.44444444444444,4.58730994164944,5,4.51419812893576,4.6916993116345
5,4.44444444444444,4.5046943128109,5,4.48348462065967,4.54666860118328
4,4.51851851851852,4.42232547700405,4,4.45242048687662,4.46896874143573
4,4.59259259259259,4.35060381889343,4,4.42438384542959,4.35092238826823
4,4.66666666666667,4.29511161148548,4,4.40488468940111,4.23629905477369
5,4.7037037037037,4.25749391317368,4,4.39770482464324,4.12361346208616
4,4.7037037037037,4.2395446151495,4,4.40676802075113,4.02093791813771
4,4.74074074074074,4.24678026139736,4,4.43644247784702,4.06225059513254
4,4.77777777777778,4.28768709301949,4,4.48640695682701,4.21382212119747
4,4.77777777777778,4.36936125159264,4,4.55498610535107,4.36940776923366
5,4.81481481481481,4.49363359808922,4,4.64150471895138,4.59026723197541
4,4.85185185185185,4.65590754151344,5,4.74047385262424,4.76528080045999
5,4.88888888888889,4.84505058825016,5,4.8458958278747,4.89175519766998
5,4.96296296296296,5.04241625964642,5,4.95205524385277,5.07582982702197
5,5,5.22176989912987,5,5.05134510991354,5.17732746529961
6,5.03703703703704,5.35426735877991,5,5.14073256090221,5.22012219696603
6,5.14814814814815,5.41952805221081,5,5.22023391553183,5.338545780873
6,5.22222222222222,5.41745218634605,5,5.28772758598728,5.36823846141445
5,5.33333333333333,5.37225748598576,5,5.34844222006753,5.46765112067622
5,5.37037037037037,5.32417291402817,5,5.40455892433141,5.39584616294004
5,5.44444444444444,5.31245954334736,5,5.4633993537604,5.39476928202566
5,5.51851851851852,5.35921946167946,5,5.52759981900807,5.42454471688887
5,5.55555555555556,5.46267047524452,5,5.59787575417697,5.45017168834938
6,5.62962962962963,5.60248479247093,6,5.67557143592037,5.61227880683314
6,5.66666666666667,5.75274066627026,6,5.75661652118995,5.70203285454047
6,5.77777777777778,5.89409460127354,6,5.83982130695148,5.91384845211803
6,5.81481481481481,6.01815593242645,6,5.91654074703003,5.99362684249273
6,5.88888888888889,6.12299746274948,6,5.98524989341909,6.14065762817516
6,5.96296296296296,6.20519602298737,6,6.04190959201078,6.27179958407893
7,5.96296296296296,6.25585854053497,6,6.08307495522327,6.26190668106807
6,5.96296296296296,6.26431901752949,6,6.1109257990467,6.23825399128393
7,5.96296296296296,6.22697579860687,6,6.12765983640358,6.17098225081008
6,6,6.15487191081047,6,6.13768420276727,6.14576797622694
6,6.03703703703704,6.07424478232861,6,6.14425127712722,6.12420993804173
6,6.07407407407407,6.01831148564816,6,6.15142639729323,6.11417731994218
5,6.18518518518519,6.01361311972141,6,6.16457055306236,6.21100202586879
6,6.18518518518519,6.06776811182499,6,6.17980061142458,6.13564293122256
6,6.22222222222222,6.16528412699699,6,6.19988666893479,6.19058750194795
7,6.22222222222222,6.27383626997471,6,6.22106699065738,6.16807080330802
6,6.25925925925926,6.35782182216644,6,6.24230674827854,6.21832094705336
7,6.25925925925926,6.39274537563324,6,6.25934576455096,6.20811959611592
7,6.25925925925926,6.37438893318176,6,6.27153317231761,6.24670567941836
6,6.25925925925926,6.31936550140381,6,6.27887654909217,6.3302198363184
6,6.22222222222222,6.25699058175087,6,6.28177932873079,6.3417044166089
6,6.22222222222222,6.21591098606586,6,6.28359744590729,6.40665903607336
6,6.18518518518519,6.21168410778046,6,6.28374258142795,6.36713686167669
6,6.22222222222222,6.241524964571,6,6.28598886492071,6.38881419505301
6,6.25925925925926,6.28857932984829,6,6.28848941145674,6.34030081733327
8,6.25925925925926,6.33219411969185,6,6.28945472747442,6.20310167496897
5,6.2962962962963,6.3571542352438,6,6.28927137985938,6.20117898040227
7,6.2962962962963,6.35697975754738,6,6.28540539362868,6.20578312994041
6,6.2962962962963,6.33224174380302,6,6.2789757352543,6.26135641856491
7,6.25925925925926,6.28849372267723,6,6.26983359073309,6.25886304159748
6,6.25925925925926,6.23629504442215,6,6.260875463861,6.33213070883913
6,6.22222222222222,6.19109414517879,6,6.25140822424859,6.33194692976093
6,6.22222222222222,6.16932928562164,6,6.24479632762729,6.31718656800632
6,6.22222222222222,6.18060193955898,6,6.24011643564212,6.24889168319066
6,6.18518518518519,6.22046035528183,6,6.23502941623526,6.16021344166626
6,6.14814814814815,6.26971493661404,6,6.22873517179133,6.14074038249692
7,6.14814814814815,6.302733913064,6,6.22059562752916,6.21242067138474
7,6.18518518518519,6.30084346234798,6,6.20970585086281,6.31594202898551
6,6.18518518518519,6.26243652403355,6,6.19345488373582,6.33961728813013
6,6.07407407407407,6.20292273163795,6,6.16972087904635,6.14073393410822
6,6.07407407407407,6.14462246000767,6,6.14365556247576,6.18699359997421
6,6.03703703703704,6.10338380932808,6,6.11220172174048,6.18179942286921
6,6.03703703703704,6.080087646842,6,6.07884512792598,6.19682309382943
6,6,6.06169147789478,6,6.04271084837389,6.09341458303107
6,6,6.03121040761471,6,6.00668856177306,6.01372969429264
7,6,5.98077303171158,6,5.97065028308935,5.92998232066762
6,5.96296296296296,5.9184594899416,6,5.93448184678023,5.81438635520949
5,5.92592592592593,5.86234930157661,6,5.89970221972491,5.76831154315316
5,5.92592592592593,5.82554867863655,6,5.86826966990575,5.82304976543986
6,5.88888888888889,5.80567702651024,6,5.83882729804537,5.84462284986539
7,5.85185185185185,5.78943929076195,6,5.81269949692907,5.86818203801325
6,5.81481481481481,5.76775497198105,6,5.79014339618753,5.81171779701547
5,5.81481481481481,5.74537871778011,6,5.77126335778874,5.77720924483995
5,5.77777777777778,5.73470209538937,6,5.75292775628275,5.69466234624623
6,5.77777777777778,5.74044753611088,6,5.73627092462896,5.70277979289925
6,5.77777777777778,5.75135311484337,6,5.72013555599824,5.69821325896192
6,5.77777777777778,5.74734224379063,6,5.70450952135228,5.69111895665071
6,5.74074074074074,5.71554815769196,6,5.68861441103009,5.64842954866653
6,5.74074074074074,5.66127522289753,6,5.67520448002893,5.70458211754338
5,5.74074074074074,5.60550636053085,6,5.6655496498265,5.67640050942271
5,5.74074074074074,5.57176639139652,6,5.66113332912985,5.56347847581586
6,5.77777777777778,5.57235357165337,6,5.66330830072363,5.54817967360406
5,5.81481481481481,5.60297720134258,6,5.67173069105345,5.6111965522615
6,5.85185185185185,5.64797611534595,6,5.68730007893311,5.70189851310904
6,5.85185185185185,5.69107674062252,6,5.70976483683571,5.6516816860387
6,5.88888888888889,5.72401216626167,6,5.74065424621839,5.59960234936296
5,5.92592592592593,5.74851340055466,6,5.7780183491269,5.58282149247957
6,5.92592592592593,5.77279348671436,6,5.81995387423067,5.63728135932034
6,5.92592592592593,5.80653828382492,6,5.86726279033443,5.78243996281429
6,5.92592592592593,5.85702566802502,6,5.91957765385108,5.92648514452451
5,5.92592592592593,5.92673866450787,6,5.97528366772713,6.05194821943867
6,5.92592592592593,6.0127819031477,6,6.03197379899815,6.14054800556711
7,5.92592592592593,6.10867205262184,6,6.08644762790411,6.17319082394287
6,5.92592592592593,6.20688381791115,6,6.1343082868636,6.20512646902355
6,5.96296296296296,6.29862557351589,6,6.17230957209381,6.33706265146996
6,5.96296296296296,6.37055468559265,6,6.19582928646815,6.35960944259053
7,5.96296296296296,6.40414123237133,6,6.20317620749047,6.38322451677387
7,5.92592592592593,6.38327288627625,6,6.19217297119602,6.36671556694771
7,5.88888888888889,6.30672791600227,6,6.16461618913009,6.32796827392755
6,5.85185185185185,6.19401299953461,6,6.12239227818807,6.24875411756487
5,5.88888888888889,6.07673090696335,6,6.07035748504336,6.27183827441118
6,5.85185185185185,5.98077085614204,6,6.00817451080639,6.13428984432515
6,5.85185185185185,5.91331849992275,6,5.94203903632409,6.02778503221508
6,5.85185185185185,5.86377468705177,6,5.87389003918147,5.86197546388096
6,6.03703703703704,5.81499381363392,6,5.81213666498901,5.93991606347364
6,6.03703703703704,5.75414998829365,6,5.75079239348059,5.64365559155906
5,5.96296296296296,5.67670573294163,6,5.69512841751836,5.32731698666796
6,5.96296296296296,5.58552969992161,6,5.65232378735567,5.25043069862918
6,5.96296296296296,5.49026913940907,5,5.62450004878394,5.26256549144783
5,5.92592592592593,5.40806204080582,5,5.61424184911147,5.32882590962583
5,5.85185185185185,5.36241075396538,5,5.62386522008027,5.42712407237242
5,5.77777777777778,5.377855271101,5,5.6543841238862,5.5477734251154
5,5.7037037037037,5.47154130041599,5,5.70243712846783,5.63867636074436
6,5.7037037037037,5.64407716691494,5,5.76349140669335,5.80202586878604
5,5.74074074074074,5.87199768424034,6,5.8276936720308,5.99987963007743
6,5.7037037037037,6.10635732114315,6,5.8822025477379,6.06737383996174
6,5.66666666666667,6.28381739556789,6,5.91947733205731,6.13589871730801
10,5.62962962962963,6.35064902901649,6,5.93237023597511,6.18235076010382
6,5.62962962962963,6.28762158751488,6,5.91893338204307,6.2262406431193
5,5.59259259259259,6.11852335929871,6,5.87859098413662,6.11855900006986
6,5.62962962962963,5.89628358185291,6,5.81917148033046,6.10805994852036
6,5.62962962962963,5.67802284657955,5,5.74627159531855,5.95980181952035
5,5.66666666666667,5.50552029907703,5,5.67156466766679,5.76145045756691
5,5.74074074074074,5.39775407314301,5,5.60389315145761,5.54260934049104
5,5.81481481481481,5.35185618698597,5,5.54951203500388,5.31601188652986
5,5.85185185185185,5.34856534004211,5,5.51253971575072,5.09154777449985
6,5.92592592592593,5.36233505606651,5,5.49804056098606,5.04701735153929
6,5.92592592592593,5.37482751905918,5,5.50491783418864,4.96225435669262
5,6,5.38506284356117,5,5.53702112159702,5.1417774983476
5,6.03703703703704,5.40918909013271,5,5.59103547382093,5.36379552159404
5,6.07407407407407,5.47009356319904,5,5.66644379385954,5.68691675667543
6,6,5.58412761986256,6,5.75888346920786,5.70090331178497
5,6.03703703703704,5.75219535827637,6,5.86978335654364,5.77935763301145
6,6.14814814814815,5.95774534344673,6,5.99216327188066,6.00697178292574
6,6.14814814814815,6.17115058004856,6,6.11635387701365,6.0602204274207
7,6.14814814814815,6.35957959294319,6,6.23983017881026,6.15043016126346
7,6.22222222222222,6.49994944036007,7,6.35994115408761,6.37461054419027
7,6.2962962962963,6.58916434645653,7,6.47163094796018,6.57856878012607
6,6.37037037037037,6.64504840970039,7,6.57297372682663,6.76727765149683
7,6.44444444444444,6.69622914493084,7,6.66288635979328,6.94895992863783
6,6.51851851851852,6.76633694767952,7,6.74140847491983,7.06074489636902
7,6.55555555555556,6.86123080551624,7,6.80753484971935,6.99836640819375
7,6.62962962962963,6.96563704311848,7,6.86230709806887,6.97253093883166
7,6.7037037037037,7.05055922269821,7,6.90467799278739,6.95494080916531
8,6.77777777777778,7.08821631968021,7,6.9355164433953,6.96499062296809
7,6.77777777777778,7.06780663132668,7,6.95445466608541,6.87306561772877
8,6.85185185185185,7.00371779501438,7,6.96738192624468,6.96763768653308
6,6.85185185185185,6.93031364679337,7,6.973071778513,6.97942641582435
6,6.85185185185185,6.88501784205437,7,6.97548228057675,7.05805054462016
7,6.81481481481481,6.88949482142925,7,6.97482322296323,7.08980241062265
7,6.77777777777778,6.94016933441162,7,6.97160977321178,7.09398956435761
7,6.74074074074074,7.0124264061451,7,6.96362663063352,7.05258660992085
7,6.77777777777778,7.07380467653275,7,6.94978084442011,7.10734310264223
8,6.77777777777778,7.0975958108902,7,6.92477114808828,7.03387983427641
7,6.77777777777778,7.07066337764263,7,6.88733639355805,6.96642001579855
7,6.74074074074074,6.99407869577408,7,6.8358053837937,6.88550563427964
7,6.7037037037037,6.87880116701126,7,6.77280416708011,6.82872542223512
7,6.7037037037037,6.740125015378,7,6.70285201783095,6.83630872735675
